crop,season,pH,soil_type,elevation,temperature
onion ,10,6.6,2,1200,25
onion ,10,6.6,2,1200,25
onion ,10,6.6,2,1200,25
onion ,10,6.6,2,1200,25
onion ,10,6.6,2,1200,25
onion ,10,6.8,2,1200,25
onion ,10,6.8,2,1200,25
onion ,10,6.8,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7,2,1200,25
onion ,10,7.2,2,1200,25
onion ,10,7.2,2,1200,25
onion ,10,7.2,2,1200,25
onion ,10,7.2,2,1200,25
onion ,10,7.4,2,1200,25
onion ,10,7.4,2,1200,25
onion ,10,7.4,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,10,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
onion ,7,7.5,2,1200,25
